swimmerID|event|date|time|season|points
296605|50 Y Free|2014-11-01|23.99|2015|436639901
296605|50 Y Free|2014-11-01|23.85|2015|444374382
296605|200 Y Free|2014-11-01|1:58.92|2015|440154401
296605|50 Y Free|2014-02-01|23.75|2014|450011199
296605|100 Y Free|2014-02-01|51.74|2014|478187657
296605|200 Y Free|2014-02-01|1:53.25|2014|509630156
296605|50 Y Free|2013-12-06|24.68|2014|401031695
296605|50 Y Free|2013-12-06|24.39|2014|415507400
296605|100 Y Free|2013-12-07|52.45|2014|459030093
296605|200 Y Free|2013-12-06|1:57.35|2014|458057996
296605|500 Y Free|2013-12-07|5:31.01|2014|423316834
296605|50 Y Free|2013-11-16|24.64|2014|402987944
296605|100 Y Free|2013-11-16|54.49|2014|409380556
296605|50 Y Free|2013-11-09|25.15|2014|378965955
296605|100 Y Free|2013-11-09|54.38|2014|411869873
296605|50 Y Free|2013-11-02|24.73|2014|398604149
296610|1 M Diving|2015-01-30|135.80|2015|NA
296610|3 M Diving|2015-01-30|126.15|2015|NA
296610|1 M Diving|2015-01-24|127.80|2015|NA
296610|3 M Diving|2015-01-24|156.23|2015|NA
296610|1 M Diving|2015-01-17|133.55|2015|NA
296610|3 M Diving|2015-01-17|149.75|2015|NA
296610|1 M Diving|2014-11-15|152.62|2015|NA
296610|3 M Diving|2014-11-15|105.82|2015|NA
296610|1 M Diving|2014-11-08|229.10|2015|NA
296610|3 M Diving|2014-11-08|120.30|2015|NA
296610|1 M Diving|2014-11-01|142.65|2015|NA
296610|3 M Diving|2014-11-01|125.25|2015|NA
296610|1 M Diving|2014-01-31|118.75|2014|NA
296610|3 M Diving|2014-01-31|100.35|2014|NA
296610|1 M Diving|2014-01-18|149.70|2014|NA
296610|3 M Diving|2014-01-18|152.00|2014|NA
296610|1 M Diving|2013-11-16|255.15|2014|NA
296610|3 M Diving|2013-11-16|237.53|2014|NA
296610|1 M Diving|2013-11-09|145.70|2014|NA
296610|3 M Diving|2013-11-09|141.05|2014|NA
296610|1 M Diving|2013-11-02|119.25|2014|NA
296610|3 M Diving|2013-11-02|125.94|2014|NA
248683|50 Y Free|2014-02-01|22.34|2014|540710319
248683|50 Y Free|2014-02-01|22.00|2014|566169046
248683|50 Y Back|2014-02-01|25.50|2014|497088330
248683|100 Y Back|2014-02-01|55.13|2014|490912675
248683|50 Y Back|2014-01-18|26.15|2014|460934302
248683|100 Y Back|2014-01-18|56.87|2014|447217241
248683|50 Y Free|2013-12-06|22.49|2014|529963302
248683|50 Y Free|2013-12-06|22.34|2014|540710319
248683|100 Y Free|2013-12-07|49.39|2014|549744074
248683|50 Y Back|2013-12-07|25.33|2014|507164141
248683|100 Y Back|2013-12-06|56.12|2014|465388059
248683|100 Y Back|2013-12-06|55.73|2014|475226985
248683|100 Y Free|2013-11-16|51.17|2014|494346410
248683|50 Y Back|2013-11-16|26.55|2014|440413408
248683|100 Y Back|2013-11-16|57.02|2014|443697094
248683|50 Y Back|2013-11-02|26.72|2014|432060682
248683|100 Y Back|2013-11-02|57.12|2014|441370829
248683|50 Y Free|2013-01-19|22.29|2013|544357184
248683|100 Y Free|2013-01-19|51.55|2013|483494598
248683|50 Y Back|2013-01-19|25.43|2013|501204576
248683|100 Y Back|2013-01-19|56.32|2013|460447675
152632|50 Y Free|2014-02-15|21.38|2014|616866323
152632|100 Y Free|2014-02-14|47.01|2014|637539183
152632|100 Y Free|2014-02-15|47.17|2014|631073591
152632|100 Y Breast|2014-02-14|59.72|2014|588291408
152632|50 Y Free|2014-02-01|21.90|2014|573960254
152632|50 Y Free|2014-01-18|22.81|2014|507970285
152632|50 Y Free|2014-01-18|22.44|2014|533513737
152632|100 Y Free|2014-01-18|51.22|2014|492900108
152632|50 Y Free|2013-12-06|21.55|2014|602382492
152632|100 Y Free|2013-12-07|48.28|2014|588539819
152632|200 Y Free|2013-12-06|1:48.56|2014|578575776
152632|200 Y Free|2013-12-05|1:48.13|2014|585505719
152632|50 Y Free|2013-11-16|22.15|2014|554744458
152632|100 Y Free|2013-11-16|50.01|2014|529550121
152632|50 Y Free|2013-11-09|22.32|2014|542165144
152632|100 Y Free|2013-11-09|49.99|2014|530185963
152632|50 Y Free|2013-11-02|22.52|2014|527848152
152632|100 Y Free|2013-11-02|51.14|2014|495216908
243606|200 Y Free|2017-02-10|1:46.53|2017|612285492
243606|500 Y Free|2017-02-09|4:46.27|2017|654427240
243606|1000 Y Free|2017-02-11|10:07.11|2017|606610258
243606|1650 Y Free|2017-02-11|16:43.53|2017|637127165
243606|50 Y Free|2017-01-28|22.48|2017|530670863
243606|500 Y Free|2017-01-28|4:58.04|2017|579916169
243606|100 Y Free|2017-01-21|49.15|2017|557836682
243606|1000 Y Free|2017-01-21|10:16.67|2017|578833217
243606|200 Y Free|2017-01-14|1:47.15|2017|601718306
243606|500 Y Free|2017-01-14|4:55.78|2017|593311093
243606|50 Y Free|2016-12-02|21.69|2017|590793227
243606|200 Y Free|2016-12-02|1:45.24|2017|635078239
243606|500 Y Free|2016-11-12|5:03.03|2017|551736867
243606|500 Y Free|2016-11-05|5:01.42|2017|560625291
243606|200 Y Free|2016-02-19|1:45.38|2016|632550448
243606|200 Y Free|2016-02-19|1:46.71|2016|609192279
243606|500 Y Free|2016-02-18|4:44.72|2016|665173528
243606|1650 Y Free|2016-02-20|16:35.88|2016|651922800
243606|200 Y Free|2016-01-30|1:49.29|2016|567059293
243606|500 Y Free|2016-01-30|4:58.85|2016|575213541
243606|200 Y Free|2016-01-16|1:49.08|2016|570340698
243606|500 Y Free|2016-01-16|4:54.62|2016|600346809
243606|50 Y Free|2015-12-04|21.86|2016|577116766
243606|200 Y Free|2015-12-04|1:44.80|2016|643110947
243606|500 Y Free|2015-12-05|4:43.90|2016|670953935
243606|1650 Y Free|2015-12-03|16:40.84|2016|642278286
243606|200 Y Free|2015-11-14|1:49.57|2016|562723128
243606|500 Y Free|2015-11-14|4:56.88|2016|586740488
243606|500 Y Free|2015-11-07|5:00.81|2016|564042817
243606|1000 Y Free|2015-11-07|10:27.28|2016|549955547
243606|200 Y Free|2015-02-13|1:44.77|2015|643663553
243606|200 Y Free|2015-02-13|1:44.27|2015|652967596
243606|500 Y Free|2015-02-12|4:37.56|2015|717989752
243606|1650 Y Free|2015-02-14|16:26.83|2015|670023710
243606|1000 Y Free|2015-01-31|10:08.91|2015|601246540
243606|200 Y Free|2015-01-24|1:48.37|2015|581624283
243606|500 Y Free|2015-01-24|4:50.44|2015|626642142
243606|1000 Y Free|2015-01-17|10:03.79|2015|616671903
243606|50 Y Free|2014-12-05|22.45|2015|532801119
243606|100 Y Free|2014-12-06|48.87|2015|567480076
243606|200 Y Free|2014-12-05|1:47.38|2015|597860074
243606|500 Y Free|2014-12-06|4:48.60|2015|638704391
243606|1650 Y Free|2014-12-04|16:36.88|2015|649962878
243606|500 Y Free|2014-11-15|4:57.86|2015|580968153
243606|1000 Y Free|2014-11-15|10:16.34|2015|579763470
243606|200 Y Free|2014-11-08|1:50.85|2015|543453835
243606|500 Y Free|2014-11-08|5:00.90|2015|563536848
243606|500 Y Free|2014-11-01|4:57.34|2015|584021548
243606|1000 Y Free|2014-11-01|10:18.18|2015|574601901
243606|200 Y Free|2014-02-15|1:46.86|2014|606630498
243606|500 Y Free|2014-02-14|4:43.29|2014|675297511
243606|1650 Y Free|2014-02-15|16:15.47|2014|693705998
243606|1000 Y Free|2014-02-01|10:18.68|2014|573209895
243606|500 Y Free|2014-01-18|5:06.25|2014|534515852
243606|1000 Y Free|2014-01-18|10:21.54|2014|565333419
243606|100 Y Free|2013-12-07|49.86|2014|534343847
243606|200 Y Free|2013-12-06|1:47.57|2014|594697680
243606|500 Y Free|2013-12-07|4:50.13|2014|628652965
243606|1650 Y Free|2013-12-05|16:28.90|2014|665824960
243606|200 Y Free|2013-11-16|1:52.24|2014|523512163
243606|500 Y Free|2013-11-16|5:00.09|2014|568112456
243606|500 Y Free|2013-11-09|5:04.19|2014|545448916
243606|1000 Y Free|2013-11-09|10:18.49|2014|573738327
243606|1000 Y Free|2013-11-02|10:25.41|2014|554903477
200071|100 Y Breast|2015-02-13|57.95|2015|643860203
200071|200 Y Breast|2015-02-14|2:09.28|2015|584957186
200071|200 Y IM|2015-02-12|2:00.57|2015|559988611
200071|100 Y Breast|2015-01-31|1:00.27|2015|572332395
200071|200 Y Breast|2015-01-31|2:14.66|2015|517609550
200071|100 Y Breast|2015-01-17|1:00.74|2015|559148984
200071|200 Y Breast|2015-01-17|2:13.79|2015|527772977
200071|100 Y Breast|2014-12-05|57.53|2015|658064982
200071|200 Y Breast|2014-12-06|2:06.24|2015|628242270
200071|100 Y Breast|2014-11-15|1:01.79|2015|531125701
200071|100 Y Breast|2014-11-01|1:00.95|2015|553389320
200071|200 Y IM|2014-11-01|2:04.36|2015|510334392
200071|100 Y Breast|2014-02-14|56.89|2014|680525027
200071|200 Y Breast|2014-02-15|2:05.40|2014|640951992
200071|200 Y IM|2014-02-14|1:54.83|2014|648232622
200071|100 Y Breast|2014-02-01|1:00.97|2014|552844913
200071|200 Y Breast|2014-02-01|2:14.34|2014|521317230
200071|200 Y Breast|2014-01-18|2:16.55|2014|496412830
200071|50 Y Free|2013-12-06|22.27|2014|545825112
200071|100 Y Breast|2013-12-06|57.95|2014|643860203
200071|200 Y Breast|2013-12-07|2:06.17|2014|629288510
200071|200 Y IM|2013-12-07|1:57.59|2014|603650836
200071|100 Y Free|2013-11-16|49.84|2014|534987376
200071|100 Y Breast|2013-11-16|1:01.58|2014|536577984
200071|100 Y Breast|2013-11-09|1:01.45|2014|539990652
200071|200 Y Breast|2013-11-09|2:15.57|2014|507256152
200071|100 Y Breast|2013-11-02|1:01.36|2014|542370238
200071|200 Y Breast|2013-11-02|2:19.95|2014|461104545
200071|100 Y Breast|2013-01-19|1:00.21|2013|574045110
200071|200 Y Breast|2013-01-19|2:12.42|2013|544323846
98544|500 Y Free|2014-02-01|5:03.72|2014|547985048
98544|200 Y Fly|2014-02-01|2:03.78|2014|495824393
98544|200 Y IM|2014-02-01|2:04.79|2014|505077036
98544|200 Y Fly|2014-01-18|2:04.54|2014|486802433
98544|500 Y Free|2013-12-07|4:57.93|2014|580558746
98544|100 Y Back|2013-12-06|57.71|2014|427971649
98544|100 Y Fly|2013-12-07|54.86|2014|510321924
98544|200 Y Fly|2013-12-06|2:01.44|2014|525042004
98544|400 Y IM|2013-12-06|4:23.78|2014|537720134
98544|100 Y Free|2013-11-16|52.71|2014|452270839
98544|200 Y Free|2013-11-16|1:51.61|2014|532427435
98544|200 Y IM|2013-11-16|2:05.67|2014|494540806
98544|50 Y Free|2013-11-09|24.62|2014|403970841
98544|200 Y Fly|2013-11-09|2:05.40|2014|476855411
98544|200 Y IM|2013-11-09|2:08.34|2014|464313031
98544|200 Y Fly|2013-11-02|2:07.13|2014|457651809
98544|200 Y IM|2013-11-02|2:08.21|2014|465726850
98544|500 Y Free|2013-01-19|5:02.74|2013|553323942
98544|500 Y Free|2012-01-28|4:53.90|2012|604769839
98544|200 Y Fly|2012-01-28|2:02.19|2012|515433130
98544|400 Y IM|2012-01-28|4:23.90|2012|536986934
98544|500 Y Free|2012-01-21|4:59.52|2012|571362063
98544|200 Y Fly|2012-01-21|2:02.01|2012|517717735
98544|200 Y IM|2012-01-21|2:04.06|2012|514045601
106707|200 Y Free|2016-02-19|1:42.17|2016|694064082
106707|500 Y Free|2016-02-18|4:45.66|2016|658628602
106707|200 Y Back|2016-02-20|1:55.40|2016|570856237
106707|200 Y Free|2016-01-30|1:46.95|2016|605100321
106707|200 Y Back|2016-01-30|2:05.78|2016|440868841
106707|100 Y Fly|2016-01-30|53.93|2016|537180669
106707|200 Y Free|2016-01-16|1:47.31|2016|599030818
106707|500 Y Free|2016-01-16|4:52.89|2016|611047892
106707|200 Y Free|2015-12-04|1:42.40|2016|689397780
106707|500 Y Free|2015-12-05|4:43.71|2016|672302848
106707|200 Y Back|2015-12-05|1:54.41|2016|585803848
106707|50 Y Free|2015-11-14|23.11|2016|488443492
106707|200 Y Free|2015-11-14|1:46.20|2016|618010993
106707|200 Y Back|2015-11-14|1:58.71|2016|524423641
106707|200 Y Free|2015-11-07|1:47.44|2016|596859006
106707|100 Y Fly|2015-11-07|52.74|2016|574369355
106707|200 Y Free|2015-02-13|1:40.70|2015|724905406
106707|500 Y Free|2015-02-12|4:33.99|2015|746422539
106707|200 Y Back|2015-02-14|1:52.77|2015|611735150
106707|200 Y Back|2015-01-31|1:57.38|2015|542452683
106707|50 Y Free|2015-01-24|22.59|2015|522956387
106707|200 Y Free|2015-01-24|1:43.42|2015|669200335
106707|100 Y Fly|2015-01-24|52.52|2015|581617525
106707|200 Y Free|2015-01-17|1:45.64|2015|627891455
106707|100 Y Fly|2015-01-17|52.57|2015|579959552
106707|50 Y Free|2014-12-05|22.39|2015|537095957
106707|200 Y Free|2014-12-05|1:43.01|2015|677222828
106707|500 Y Free|2014-12-06|4:44.23|2015|668619651
106707|100 Y Fly|2014-12-06|51.14|2015|629983921
106707|200 Y IM|2014-12-06|1:58.24|2015|593750125
106707|50 Y Free|2014-11-15|24.13|2015|429083879
106707|500 Y Free|2014-11-15|4:49.20|2015|634737294
106707|100 Y Fly|2014-11-15|55.09|2015|503956811
106707|200 Y Free|2014-11-08|1:45.23|2015|635259311
106707|100 Y Fly|2014-11-08|52.51|2015|581949878
106707|200 Y Free|2014-11-01|1:45.31|2015|633812663
106707|100 Y Fly|2014-11-01|52.33|2015|587975774
106707|200 Y Free|2014-02-22|1:43.35|2014|670561025
106707|200 Y Back|2014-02-22|1:59.02|2014|520336557
106707|200 Y Free|2014-02-15|1:41.33|2014|711468411
106707|500 Y Free|2014-02-14|4:36.27|2014|728094414
106707|1650 Y Free|2014-02-15|16:34.71|2014|654225925
106707|200 Y Free|2014-02-01|1:44.60|2014|646806978
106707|200 Y Back|2014-02-01|1:58.83|2014|522836484
106707|50 Y Free|2014-01-18|23.03|2014|493551357
106707|200 Y Free|2014-01-18|1:47.94|2014|588603051
106707|200 Y Back|2014-01-18|2:00.18|2014|505414361
106707|200 Y Free|2013-12-06|1:42.68|2014|683773350
106707|500 Y Free|2013-12-07|4:42.75|2014|679173983
106707|100 Y Back|2013-12-06|55.18|2014|489579399
106707|200 Y Back|2013-12-07|1:57.88|2014|535579315
106707|200 Y IM|2013-12-07|1:57.29|2014|608294680
106707|500 Y Free|2013-11-16|4:44.12|2014|669396541
106707|100 Y Back|2013-11-16|54.87|2014|497924324
106707|200 Y Free|2013-11-09|1:45.59|2014|628783853
106707|200 Y Back|2013-11-09|1:57.54|2014|540240474
106707|100 Y Free|2013-11-02|49.56|2014|544106285
106707|1000 Y Free|2013-11-02|10:00.46|2014|626988628
106707|200 Y IM|2013-11-02|2:01.20|2014|551301428
106707|100 Y Free|2013-01-19|49.69|2013|539846941
106707|200 Y Free|2013-01-19|1:44.99|2013|639625756
106707|500 Y Free|2013-01-19|4:45.95|2013|656626762
106707|200 Y Fly|2011-01-02|NA|2011|NA
206029|200 Y Fly|2015-02-14|1:52.56|2015|659366792
206029|200 Y IM|2015-02-12|1:55.11|2015|643513727
206029|400 Y IM|2015-02-13|4:06.77|2015|656757145
206029|500 Y Free|2015-01-31|4:52.14|2015|615766144
206029|200 Y Fly|2015-01-31|1:56.30|2015|597778347
206029|50 Y Back|2015-01-24|26.80|2015|428203020
206029|200 Y Fly|2015-01-24|1:55.62|2015|608387705
206029|400 Y IM|2015-01-24|4:16.80|2015|582769523
206029|200 Y Fly|2015-01-17|1:56.86|2015|589225696
206029|200 Y IM|2015-01-17|2:00.77|2015|557211124
206029|500 Y Free|2014-12-06|4:43.07|2015|676873244
206029|200 Y Fly|2014-12-05|1:52.03|2015|668769281
206029|200 Y IM|2014-12-06|1:56.22|2015|625250955
206029|400 Y IM|2014-12-05|4:05.81|2015|664482043
206029|200 Y Fly|2014-11-15|1:55.58|2015|609019578
206029|400 Y IM|2014-11-15|4:13.80|2015|603680345
206029|200 Y Fly|2014-11-08|1:56.79|2015|590285818
206029|200 Y IM|2014-11-08|2:02.20|2015|537877478
206029|200 Y Back|2014-11-01|2:04.22|2015|457688080
206029|200 Y Fly|2014-11-01|1:56.09|2015|601028257
206029|200 Y IM|2014-11-01|1:59.15|2015|580249583
206029|200 Y Free|2014-02-22|1:45.55|2014|629498990
206029|100 Y Fly|2014-02-22|52.19|2014|592720224
206029|200 Y Fly|2014-02-22|1:52.51|2014|660246260
206029|200 Y Fly|2014-02-14|1:52.92|2014|653080499
206029|200 Y IM|2014-02-14|1:54.30|2014|657291909
206029|400 Y IM|2014-02-15|4:07.36|2014|652068878
206029|200 Y Fly|2014-02-01|1:57.17|2014|584561265
206029|200 Y IM|2014-02-01|2:01.74|2014|543997727
206029|200 Y Fly|2014-01-18|2:01.12|2014|529214503
206029|400 Y IM|2014-01-18|4:20.27|2014|559769915
206029|500 Y Free|2013-12-07|4:47.35|2014|647075978
206029|100 Y Fly|2013-12-07|51.82|2014|605507338
206029|200 Y Fly|2013-12-06|1:52.59|2014|658839861
206029|200 Y IM|2013-12-07|1:55.43|2014|638176621
206029|400 Y IM|2013-12-06|4:05.77|2014|664806537
206029|200 Y Free|2013-11-16|1:49.49|2014|563957508
206029|200 Y Fly|2013-11-16|1:57.39|2014|581280851
206029|400 Y IM|2013-11-16|4:12.78|2014|611017658
206029|200 Y Fly|2013-11-09|1:56.65|2014|592413702
206029|200 Y IM|2013-11-09|2:00.10|2014|566588760
206029|200 Y Free|2013-11-02|1:48.41|2014|580980715
206029|200 Y Back|2013-11-02|2:04.66|2014|452858798
206029|100 Y Fly|2013-11-02|52.97|2014|566919921
206029|200 Y Fly|2013-01-19|1:58.14|2013|570280372
206029|400 Y IM|2013-01-19|4:12.28|2013|614657836
206029|1000 Y Free|2012-01-28|10:01.36|2012|624177771
206029|200 Y Fly|2012-01-28|2:02.63|2012|509904846
206029|400 Y IM|2012-01-28|4:16.09|2012|587630094
206029|500 Y Free|2012-01-21|4:55.14|2012|597179187
206029|200 Y Fly|2012-01-21|2:00.85|2012|532769507
206029|200 Y IM|2012-01-21|2:05.05|2012|501933161
136456|50 Y Free|2016-02-18|22.26|2016|546561056
136456|100 Y Free|2016-02-20|48.91|2016|566088910
136456|100 Y Free|2016-02-20|48.54|2016|579133009
136456|50 Y Back|2016-02-19|24.99|2016|528147636
136456|100 Y Fly|2016-02-19|53.01|2016|565637539
136456|50 Y Free|2016-01-30|22.39|2016|537095957
136456|100 Y Fly|2016-01-30|54.19|2016|529485637
136456|50 Y Free|2016-01-16|22.70|2016|515390717
136456|100 Y Free|2016-01-16|50.09|2016|527016898
136456|100 Y Free|2016-01-16|49.49|2016|546418348
136456|50 Y Free|2015-12-04|22.03|2016|563859202
136456|50 Y Free|2015-12-04|21.93|2016|571607961
136456|100 Y Free|2015-12-05|48.17|2016|592580964
136456|200 Y Free|2015-12-04|1:49.17|2016|568931290
136456|500 Y Free|2015-12-05|4:59.66|2016|570561622
136456|100 Y Back|2015-12-04|54.34|2016|512636259
136456|50 Y Free|2015-11-14|22.66|2016|518124880
136456|200 Y Free|2015-11-14|1:55.51|2016|480298244
136456|50 Y Free|2015-11-07|22.61|2016|521569848
136456|100 Y Free|2015-11-07|51.06|2016|497548251
136456|500 Y Free|2015-01-31|4:52.48|2015|613621206
136456|50 Y Back|2015-01-31|25.30|2015|508970422
136456|100 Y Back|2015-01-31|54.10|2015|519489086
136456|50 Y Free|2015-01-17|22.77|2015|510652041
136456|500 Y Free|2015-01-17|5:04.34|2015|544642808
136456|50 Y Back|2015-01-17|25.95|2015|471674092
136456|100 Y Back|2015-01-17|56.69|2015|451490745
136456|50 Y Free|2014-12-05|22.39|2015|537095957
136456|100 Y Free|2014-12-06|49.11|2015|559200863
136456|200 Y Free|2014-12-05|1:48.08|2015|586318695
136456|500 Y Free|2014-12-06|4:54.85|2015|598942989
136456|100 Y Back|2014-12-05|54.18|2015|517191312
136456|50 Y Free|2014-11-15|22.65|2015|518811441
136456|200 Y Free|2014-11-15|1:49.45|2015|564576052
136456|50 Y Free|2014-11-08|22.83|2015|506636447
136456|50 Y Free|2014-11-08|22.70|2015|515390717
136456|500 Y Free|2014-11-08|5:10.43|2015|513213211
136456|50 Y Free|2014-11-01|22.51|2015|528551949
136456|200 Y Free|2014-11-01|1:51.31|2015|536744004
136456|200 Y Free|2014-02-15|1:46.67|2014|609877856
136456|500 Y Free|2014-02-14|4:46.21|2014|654838901
136456|1650 Y Free|2014-02-15|16:48.15|2014|628408049
136456|500 Y Free|2014-02-01|4:56.44|2014|589357030
136456|50 Y Back|2014-02-01|25.53|2014|495338020
136456|100 Y Back|2014-02-01|56.13|2014|465139366
136456|500 Y Free|2014-01-18|5:03.14|2014|551136461
136456|1000 Y Free|2014-01-18|10:34.69|2014|530917380
136456|500 Y Free|2013-01-19|4:55.08|2013|597543543
166338|200 Y Breast|2016-02-20|2:07.50|2016|609800192
166338|200 Y IM|2016-02-18|1:54.35|2016|656430075
166338|400 Y IM|2016-02-19|4:03.72|2016|681723682
166338|200 Y Free|2016-01-30|1:48.31|2016|582591418
166338|500 Y Free|2016-01-30|4:48.30|2016|640700341
166338|200 Y Free|2016-01-16|1:46.97|2016|604760981
166338|200 Y Breast|2016-01-16|2:13.58|2016|530266015
166338|200 Y IM|2016-01-16|1:58.86|2016|584507112
166338|500 Y Free|2015-12-05|4:44.38|2016|667562192
166338|200 Y Fly|2015-12-04|1:57.94|2016|573186501
166338|200 Y IM|2015-12-05|1:56.12|2016|626867704
166338|400 Y IM|2015-12-04|4:08.68|2016|641740301
166338|200 Y Fly|2015-11-14|2:01.66|2016|522198822
166338|200 Y IM|2015-11-14|2:00.69|2016|558319910
166338|200 Y Free|2015-11-07|1:49.47|2016|564266667
166338|400 Y IM|2015-11-07|4:18.09|2016|574074633
166338|200 Y Breast|2015-02-14|2:07.18|2015|614414773
166338|200 Y IM|2015-02-12|1:53.60|2015|669517577
166338|400 Y IM|2015-02-13|4:02.98|2015|687971277
166338|500 Y Free|2015-01-31|4:46.80|2015|650805839
166338|200 Y Fly|2015-01-31|1:58.00|2015|572312593
166338|200 Y Free|2015-01-24|1:46.05|2015|620637098
166338|200 Y Breast|2015-01-24|2:11.20|2015|559650126
166338|400 Y IM|2015-01-24|4:12.15|2015|615609016
166338|200 Y Fly|2015-01-17|1:57.91|2015|573624122
166338|200 Y IM|2015-01-17|1:57.44|2015|605966827
166338|100 Y Breast|2014-12-05|1:00.04|2015|578935062
166338|200 Y Breast|2014-12-06|2:07.84|2015|604947693
166338|200 Y Fly|2014-12-05|1:55.89|2015|604145348
166338|200 Y IM|2014-12-06|1:55.54|2015|636355625
166338|400 Y IM|2014-12-05|4:03.10|2015|686952982
166338|200 Y Fly|2014-11-15|1:58.15|2015|570135582
166338|400 Y IM|2014-11-15|4:09.25|2015|637347650
166338|100 Y Breast|2014-11-08|1:00.81|2015|557220253
166338|200 Y Breast|2014-11-08|2:11.47|2015|556209141
166338|200 Y IM|2014-11-08|1:57.77|2015|600887199
166338|200 Y Breast|2014-11-01|2:11.17|2015|560034208
166338|200 Y Fly|2014-11-01|1:57.93|2015|573332325
166338|200 Y IM|2014-11-01|1:57.59|2015|603650836
166338|200 Y Free|2014-02-14|1:43.53|2014|667069537
166338|200 Y Fly|2014-02-14|1:54.13|2014|632528171
166338|200 Y IM|2014-02-14|1:53.88|2014|664591224
166338|400 Y IM|2014-02-15|4:01.13|2014|703927855
166338|200 Y Fly|2014-02-01|1:58.82|2014|560545254
166338|200 Y Free|2014-01-18|1:48.04|2014|586970160
166338|500 Y Free|2014-01-18|4:53.90|2014|604769839
